1662611,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.973913043478,0.95,0.888888888889,1.0,1.0,1.0
1662611,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.973913043478,0.95,0.888888888889,1.0,1.0,1.0
1662611,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.973913043478,0.95,0.888888888889,1.0,1.0,1.0
RF,0.969565217391,0.9,0.95,0.9956709956709957,0.9523809523809523,1.0
ExtraTrees,0.956614246068,0.85,0.9,1.0,1.0,1.0
AdaBoost,0.973913043478,0.95,0.888888888889,1.0,1.0,1.0
GBDT,0.973913043478,0.95,0.888888888889,1.0,1.0,1.0
Bayes,0.969565217391,0.9,0.888888888889,0.9783549783549783,1.0,0.807692307692
