1675766,31
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.924381926684,0.833333333333,0.818518518519,0.9941348973607038,0.967741935483871,0.967741935484
1675766,31
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.924381926684,0.833333333333,0.818518518519,0.9941348973607038,0.967741935483871,0.967741935484
1675766,31
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.924381926684,0.833333333333,0.818518518519,0.9941348973607038,0.967741935483871,0.967741935484
RF,0.944586530264,0.652380952381,0.866666666667,0.9618768328445748,0.5806451612903226,1.0
ExtraTrees,0.930051150895,0.671428571429,0.7875,1.0,1.0,1.0
AdaBoost,0.924381926684,0.833333333333,0.818518518519,1.0,1.0,1.0
GBDT,0.927323103154,0.866666666667,0.818518518519,1.0,1.0,1.0
Bayes,0.481500426257,1.0,0.208650793651,0.4662756598240469,1.0,0.145539906103
