1560678,18
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.888846153846,0.266666666667,0.18,0.9797979797979798,0.9444444444444444,0.85
1560678,18
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.888846153846,0.266666666667,0.146666666667,0.9797979797979798,0.9444444444444444,0.85
1560678,18
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.893846153846,0.266666666667,0.2,0.9797979797979798,0.9444444444444444,0.85
RF,0.903974358974,0.0,0.213333333333,0.9595959595959596,0.5555555555555556,1.0
ExtraTrees,0.908974358974,0.116666666667,0.3,1.0,1.0,1.0
AdaBoost,0.873846153846,0.25,0.196666666667,1.0,1.0,1.0
GBDT,0.898974358974,0.183333333333,0.28,1.0,1.0,1.0
Bayes,0.245769230769,0.95,0.115213675214,0.21717171717171718,1.0,0.104046242775
