1673914,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.700277520814,0.38,0.338333333333,0.9956709956709957,0.9523809523809523,1.0
1673914,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.700370027752,0.29,0.325,0.9956709956709957,0.9523809523809523,1.0
1673914,21
,cross_accuracy,cross_recall,cross_precision,accuracy,recall,precision
DT,0.696022201665,0.29,0.312554112554,0.9956709956709957,0.9523809523809523,1.0
RF,0.908973172988,0.14,0.4,0.961038961038961,0.5714285714285714,1.0
ExtraTrees,0.870027752081,0.1,0.45,1.0,1.0,1.0
AdaBoost,0.809158186864,0.25,0.148717948718,1.0,1.0,1.0
GBDT,0.826456984274,0.34,0.507142857143,1.0,1.0,1.0
Bayes,0.591304347826,0.95,0.3190995671,0.5757575757575758,1.0,0.176470588235
